name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Vanya Dara,9,"Constitutional Law, Family Law, and Human Rights Law",5,Specialized Court,234.3024173,82.89531814,"Hindi, Bengali and Bengali",Delhi,no,Individuals,19.5
Jayant Gulati,11,"Real Estate Law, Medical Law, and Human Rights Law",2.967963387,District Court,401.0378107,90.24561363,"Marathi, Bengali and Punjabi",Bangalore,no,Small Businesses,12.5
Nayantara Khanna,22,"Immigration Law, Human Rights Law, and Environmental Law",5,High Court,397.0511669,100.8673659,"Bengali, Marathi and Hindi",Hyderabad,yes,Large Corporations,23
Diya Dar,16,"Real Estate Law, Labor Law, and Intellectual Property Law",2,High Court,152.6451701,125.5393095,"Odia, Kannada and Odia",Chennai,no,Small Businesses,15
Dhanush Edwin,7,"Consumer Protection Law, Tax Law, and Media and Entertainment Law",5,District Court,465.0004932,110.9315112,"Tamil, Bengali and Urdu",Bangalore,no,Small Businesses,14.5
Himmat Ramanathan,29,"Consumer Protection Law, Family Law, and Constitutional Law",5,District Court,316.6556822,93.62703107,"Telugu, Odia and Urdu",Mumbai,no,Individuals,22.5
Rasha Ramakrishnan,10,"Banking and Finance Law, Corporate Law, and Constitutional Law",1,Specialized Court,220.9659309,94.52110605,"Marathi, Assamese and Kannada",Hyderabad,yes,Large Corporations,13.5
Renee Contractor,23,"Real Estate Law, Environmental Law, and Environmental Law",4,High Court,275.8710114,89.4512994,"Urdu, Odia and Malayalam",Mumbai,no,Small Businesses,21
Ayesha Halder,26,"Consumer Protection Law, Human Rights Law, and Labor Law",5,Supreme Court,322.282064,63.93293076,"Punjabi, Bengali and Tamil",Kolkata,yes,Large Corporations,30
Gatik Chaudry,3,"Constitutional Law, Tax Law, and Constitutional Law",5,District Court,301.9507393,90.27070879,"Hindi, Hindi and Odia",Bangalore,no,Large Corporations,12.5
Aarna Savant,18,"Family Law, Banking and Finance Law, and Human Rights Law",4,High Court,268.882266,108.1601183,"Gujarati, Punjabi and Malayalam",Chennai,no,Small Businesses,19
Nitya Golla,25,"Criminal Law, Family Law, and Environmental Law",3.085416667,High Court,277.2197618,91.07675778,"Kannada, Punjabi and Tamil",Kolkata,no,Individuals,23
Elakshi Wadhwa,24,"Corporate Law, Corporate Law, and Family Law",4,Specialized Court,129.3853597,96.17929499,"Gujarati, Odia and Bengali",Chennai,yes,Large Corporations,23.5
Oorja Ram,13,"Media and Entertainment Law, Intellectual Property Law, and Banking and Finance Law",1,Supreme Court,415.7298069,102.7738657,"Gujarati, Bengali and Urdu",Kolkata,no,Small Businesses,16
Madhup Gole,28,"Labor Law, Labor Law, and Banking and Finance Law",2,Specialized Court,293.792144,76.35479341,"Odia, Kannada and Odia",Bangalore,no,Large Corporations,21.5
Drishya Bajaj,26,"Real Estate Law, Labor Law, and Consumer Protection Law",1,Supreme Court,108.9859378,83.23045703,"Marathi, Telugu and Telugu",Mumbai,no,Large Corporations,22
Anay Wagle,7,"Tax Law, Civil Law, and Tax Law",2,Supreme Court,394.7706957,74.73132764,"Gujarati, Hindi and Punjabi",Chennai,yes,Large Corporations,16
Onkar Samra,25,"Immigration Law, Consumer Protection Law, and Consumer Protection Law",2,District Court,469.5997903,77.6675159,"Odia, Malayalam and Marathi",Bangalore,no,Small Businesses,16.5
Dhruv Sengupta,4,"Family Law, Corporate Law, and Environmental Law",1,High Court,476.2881047,70.68592075,"Tamil, Hindi and Punjabi",Chennai,yes,Large Corporations,7
Mahika Agrawal,13,"Media and Entertainment Law, Real Estate Law, and Medical Law",3,High Court,216.0579796,76.49327308,"Bengali, Punjabi and Malayalam",Bangalore,no,Large Corporations,15
Samar Bail,20,"Real Estate Law, Intellectual Property Law, and Media and Entertainment Law",1,High Court,110.9825931,111.2918352,"Tamil, Bengali and Kannada",Kolkata,no,Individuals,15
Keya Chokshi,1,"Family Law, Environmental Law, and Criminal Law",2.858744395,Supreme Court,283.279832,89.76723953,"Marathi, Gujarati and Urdu",Bangalore,no,Small Businesses,16
Jivin Kar,8,"Medical Law, Immigration Law, and Tax Law",5,High Court,100.6741532,91.89688829,"Kannada, Assamese and Gujarati",Kolkata,no,Small Businesses,17
Pari Sankar,14,"Family Law, Family Law, and Family Law",3,District Court,470.2943383,82.45696869,"Tamil, Urdu and Gujarati",Mumbai,no,Large Corporations,12.5
Hansh Khalsa,16,"Real Estate Law, Human Rights Law, and Family Law",2,Supreme Court,132.6108323,107.6829891,"Odia, Assamese and Marathi",Kolkata,no,Individuals,20
Samarth Bhatt,14,"Intellectual Property Law, Intellectual Property Law, and Consumer Protection Law",3,Supreme Court,163.744637,109.6674344,"Odia, Malayalam and Assamese",Delhi,no,Large Corporations,20
Ehsaan Sodhi,12,"Civil Law, Corporate Law, and Corporate Law",5,Supreme Court,232.9864371,102.9610497,"Telugu, Bengali and Urdu",Mumbai,yes,Large Corporations,24
Riya Dutt,19,"Tax Law, Media and Entertainment Law, and Tax Law",3,Supreme Court,222.4240109,94.5920183,"Punjabi, Marathi and Assamese",Hyderabad,no,Small Businesses,22
Kiara Mannan,23,"Corporate Law, Banking and Finance Law, and Civil Law",1,District Court,407.5983016,86.53410695,"Urdu, Bengali and Odia",Hyderabad,no,Individuals,12.5
Hazel Mandal,15,"Corporate Law, Constitutional Law, and Family Law",3,High Court,255.3425692,72.12187944,"Urdu, Hindi and Telugu",Bangalore,no,Large Corporations,17
Dhruv Yadav,28,"Tax Law, Family Law, and Banking and Finance Law",2,District Court,126.845717,119.1529332,"Marathi, Assamese and Kannada",Bangalore,no,Small Businesses,16.5
Sahil Hans,2,"Intellectual Property Law, Criminal Law, and Media and Entertainment Law",3.085416667,High Court,170.244453,91.07675778,"Malayalam, Telugu and Gujarati",Delhi,no,Large Corporations,13
Romil Dyal,2,"Human Rights Law, Labor Law, and Criminal Law",4,District Court,279.1010233,99.95469521,"Punjabi, Marathi and Marathi",Bangalore,yes,Large Corporations,10.5
Umang Dhar,23,"Consumer Protection Law, Banking and Finance Law, and Media and Entertainment Law",5,Specialized Court,116.3542628,105.8934836,"Telugu, Punjabi and Punjabi",Mumbai,no,Individuals,25.5
Ishaan Doctor,22,"Corporate Law, Consumer Protection Law, and Banking and Finance Law",5,Specialized Court,325.245054,81.67079255,"Hindi, Tamil and Telugu",Mumbai,no,Individuals,25.5
Purab Trivedi,19,"Human Rights Law, Corporate Law, and Intellectual Property Law",3,Specialized Court,304.5862879,105.5701879,"Assamese, Tamil and Gujarati",Kolkata,yes,Individuals,19.5
Stuvan Cheema,25,"Family Law, Environmental Law, and Labor Law",1,Specialized Court,371.6160424,101.4631981,"Gujarati, Gujarati and Punjabi",Chennai,yes,Large Corporations,19.5
Vanya Sahota,26,"Constitutional Law, Criminal Law, and Medical Law",4,Supreme Court,471.9670769,115.9194575,"Tamil, Punjabi and Odia",Bangalore,yes,Individuals,28
Vedika Singhal,29,"Immigration Law, Civil Law, and Corporate Law",1,Supreme Court,460.5145525,82.959803,"Punjabi, Kannada and Assamese",Delhi,no,Small Businesses,22
Tarini Gera,22,"Medical Law, Human Rights Law, and Intellectual Property Law",5,District Court,475.7340281,70.71203974,"Gujarati, Odia and Punjabi",Hyderabad,yes,Large Corporations,20.5
Riya Borra,26,"Criminal Law, Medical Law, and Corporate Law",1,District Court,160.1220187,82.41765367,"Hindi, Assamese and Telugu",Mumbai,yes,Individuals,14.5
Ritvik Ghosh,26,"Corporate Law, Tax Law, and Banking and Finance Law",3.004576659,Specialized Court,109.204388,89.33090202,"Kannada, Gujarati and Punjabi",Mumbai,no,Large Corporations,25.5
Shaan Mane,22,"Tax Law, Immigration Law, and Human Rights Law",3,High Court,186.0245152,90.87319091,"Telugu, Tamil and Odia",Mumbai,no,Large Corporations,19
Akarsh Goda,17,"Constitutional Law, Immigration Law, and Criminal Law",2,Specialized Court,452.7883277,84.09843156,"Gujarati, Odia and Kannada",Chennai,no,Small Businesses,17.5
Rasha Banik,20,"Real Estate Law, Banking and Finance Law, and Banking and Finance Law",1,District Court,487.4240636,61.36203812,"Assamese, Kannada and Assamese",Chennai,yes,Small Businesses,12.5
Rasha Choudhary,10,"Media and Entertainment Law, Criminal Law, and Human Rights Law",2,Specialized Court,436.696228,97.05724494,"Telugu, Punjabi and Telugu",Bangalore,yes,Small Businesses,15.5
Sumer Goel,6,"Banking and Finance Law, Medical Law, and Media and Entertainment Law",5,District Court,99.50797451,119.5851672,"Telugu, Odia and Kannada",Hyderabad,yes,Large Corporations,14.5
Saksham Kumer,15,"Civil Law, Medical Law, and Consumer Protection Law",3,Specialized Court,476.3425991,96.96376857,"Punjabi, Punjabi and Assamese",Delhi,yes,Large Corporations,19.5
Vivaan Desai,22,"Tax Law, Labor Law, and Immigration Law",3,High Court,240.5111123,99.13703279,"Odia, Kannada and Marathi",Chennai,no,Small Businesses,19
Madhav Rau,11,"Consumer Protection Law, Civil Law, and Tax Law",1,Specialized Court,54.18963084,98.58667959,"Bengali, Urdu and Urdu",Kolkata,yes,Large Corporations,13.5
Advik Shukla,28,"Banking and Finance Law, Constitutional Law, and Banking and Finance Law",3,High Court,249.0771833,95.95570005,"Marathi, Marathi and Assamese",Chennai,no,Small Businesses,21
Anahita Sankar,5,"Banking and Finance Law, Labor Law, and Human Rights Law",3.085416667,High Court,70.73112635,91.07675778,"Urdu, Odia and Punjabi",Mumbai,no,Small Businesses,15
Tiya Bassi,1,"Family Law, Intellectual Property Law, and Environmental Law",1,District Court,294.7450645,95.93060522,"Telugu, Assamese and Bengali",Delhi,yes,Individuals,4.5
Shamik Chahal,8,"Civil Law, Consumer Protection Law, and Real Estate Law",2,High Court,202.3493123,85.30984246,"Assamese, Odia and Kannada",Bangalore,yes,Small Businesses,11
Chirag Choudhury,21,"Immigration Law, Immigration Law, and Civil Law",3,Supreme Court,263.0457201,78.06016635,"Punjabi, Punjabi and Odia",Chennai,no,Individuals,24
Nitya Shenoy,28,"Immigration Law, Intellectual Property Law, and Intellectual Property Law",1,Supreme Court,325.9266623,86.26539517,"Punjabi, Punjabi and Gujarati",Mumbai,yes,Small Businesses,22
Raghav Rajagopalan,12,"Intellectual Property Law, Environmental Law, and Tax Law",2,Supreme Court,440.9604931,94.71194245,"Gujarati, Odia and Kannada",Kolkata,no,Large Corporations,18
Armaan Datta,12,"Human Rights Law, Family Law, and Civil Law",4,District Court,347.8557094,85.25875558,"Gujarati, Punjabi and Gujarati",Kolkata,no,Individuals,14.5
Prerak Baria,5,"Labor Law, Real Estate Law, and Immigration Law",2,Supreme Court,245.3219908,94.71508025,"Tamil, Telugu and Malayalam",Bangalore,no,Large Corporations,16
Hridaan Vora,7,"Banking and Finance Law, Corporate Law, and Medical Law",2,District Court,418.7425342,96.58725201,"Telugu, Malayalam and Punjabi",Bangalore,no,Large Corporations,8.5
Mamooty Bhatnagar,4,"Intellectual Property Law, Human Rights Law, and Medical Law",1,District Court,457.5119619,102.4976915,"Bengali, Assamese and Marathi",Chennai,yes,Small Businesses,4.5
Zaina Sen,6,"Consumer Protection Law, Civil Law, and Real Estate Law",2.858744395,Supreme Court,103.8919849,89.76723953,"Marathi, Telugu and Hindi",Bangalore,yes,Small Businesses,18
Damini Yohannan,13,"Human Rights Law, Labor Law, and Media and Entertainment Law",5,High Court,289.3698399,91.17011128,"Marathi, Malayalam and Telugu",Hyderabad,no,Large Corporations,19
Hansh Sami,20,"Medical Law, Immigration Law, and Civil Law",5,Specialized Court,178.0303819,70.38335152,"Malayalam, Urdu and Gujarati",Hyderabad,no,Small Businesses,25.5
Yuvaan Bakshi,15,"Banking and Finance Law, Intellectual Property Law, and Civil Law",2,District Court,71.17753904,84.82343855,"Kannada, Urdu and Malayalam",Mumbai,yes,Small Businesses,12.5
Reyansh Shukla,3,"Constitutional Law, Tax Law, and Intellectual Property Law",1,Supreme Court,350.8460128,90.66093851,"Kannada, Urdu and Malayalam",Mumbai,yes,Small Businesses,12
Anika Balay,23,"Civil Law, Banking and Finance Law, and Constitutional Law",3,District Court,438.2468499,62.46346866,"Tamil, Tamil and Gujarati",Mumbai,no,Large Corporations,16.5
Alia Uppal,8,"Labor Law, Consumer Protection Law, and Real Estate Law",2,High Court,123.3061945,110.8299678,"Urdu, Tamil and Malayalam",Hyderabad,yes,Individuals,11
Armaan Seshadri,20,"Real Estate Law, Consumer Protection Law, and Tax Law",2,High Court,415.5861459,92.13566869,"Kannada, Bengali and Telugu",Chennai,yes,Individuals,17
Hazel Bhatti,16,"Family Law, Family Law, and Immigration Law",1,Supreme Court,434.0280801,95.72029252,"Hindi, Gujarati and Hindi",Chennai,yes,Large Corporations,18
Baiju Chauhan,13,"Civil Law, Media and Entertainment Law, and Real Estate Law",4,District Court,461.4531992,110.4828969,"Tamil, Assamese and Punjabi",Bangalore,no,Small Businesses,14.5
Jayant Goda,18,"Intellectual Property Law, Corporate Law, and Consumer Protection Law",3.004576659,Specialized Court,169.3782901,89.33090202,"Marathi, Marathi and Odia",Chennai,no,Small Businesses,21.5
Nayantara Sarna,28,"Criminal Law, Corporate Law, and Criminal Law",4,Specialized Court,456.7788793,98.61062896,"Marathi, Telugu and Assamese",Mumbai,no,Individuals,25.5
Indranil Balakrishnan,10,"Environmental Law, Consumer Protection Law, and Consumer Protection Law",4,District Court,194.2982396,88.35203815,"Malayalam, Kannada and Urdu",Delhi,no,Large Corporations,14.5
Tanya Bhargava,19,"Labor Law, Consumer Protection Law, and Constitutional Law",5,District Court,298.5521061,87.23869699,"Bengali, Marathi and Assamese",Mumbai,no,Large Corporations,18.5
Farhan Balasubramanian,17,"Labor Law, Medical Law, and Criminal Law",1,District Court,72.72836187,78.41711418,"Punjabi, Malayalam and Gujarati",Hyderabad,yes,Small Businesses,10.5
Divij Varughese,24,"Consumer Protection Law, Labor Law, and Immigration Law",4,Supreme Court,69.74648977,114.9840482,"Hindi, Marathi and Hindi",Delhi,yes,Small Businesses,26
Khushi Wable,19,"Family Law, Medical Law, and Medical Law",1,High Court,374.1679457,84.3674994,"Urdu, Kannada and Hindi",Bangalore,yes,Small Businesses,13
Ojas Banerjee,28,"Corporate Law, Civil Law, and Intellectual Property Law",5,Specialized Court,250.0159901,100.4919637,"Gujarati, Hindi and Marathi",Kolkata,no,Large Corporations,27.5
Mishti Rege,26,"Immigration Law, Constitutional Law, and Intellectual Property Law",1,Supreme Court,165.3315689,61.87488919,"Tamil, Odia and Gujarati",Chennai,yes,Individuals,22
Madhav Sarraf,23,"Immigration Law, Environmental Law, and Human Rights Law",2,District Court,135.6860732,107.6998279,"Kannada, Gujarati and Malayalam",Chennai,no,Large Corporations,14.5
Indranil Chanda,26,"Medical Law, Media and Entertainment Law, and Immigration Law",2.967963387,District Court,351.4790709,90.24561363,"Odia, Assamese and Malayalam",Hyderabad,no,Large Corporations,18.5
Vivaan Arora,5,"Criminal Law, Media and Entertainment Law, and Media and Entertainment Law",1,High Court,50.18069481,91.46151165,"Malayalam, Bengali and Kannada",Mumbai,no,Large Corporations,9
Samaira Vyas,26,"Constitutional Law, Tax Law, and Corporate Law",3,District Court,412.6510261,86.59586301,"Malayalam, Malayalam and Punjabi",Mumbai,no,Individuals,18.5
Ritvik Samra,21,"Consumer Protection Law, Environmental Law, and Medical Law",1,Supreme Court,85.66232276,96.00000008,"Bengali, Assamese and Odia",Delhi,no,Small Businesses,20
Adira Keer,23,"Constitutional Law, Labor Law, and Immigration Law",4,Supreme Court,136.1703267,124.3318599,"Malayalam, Urdu and Hindi",Chennai,no,Small Businesses,26
Yasmin Tata,9,"Real Estate Law, Intellectual Property Law, and Consumer Protection Law",5,High Court,223.8063779,63.55144952,"Marathi, Kannada and Marathi",Hyderabad,yes,Large Corporations,17
Darshit Kakar,12,"Human Rights Law, Real Estate Law, and Constitutional Law",5,Supreme Court,268.1864329,101.7304108,"Malayalam, Malayalam and Marathi",Bangalore,no,Large Corporations,24
Tejas Bath,21,"Civil Law, Consumer Protection Law, and Banking and Finance Law",4,Specialized Court,209.7478021,76.32574047,"Odia, Tamil and Telugu",Mumbai,yes,Individuals,23.5
Vedika Bedi,1,"Medical Law, Criminal Law, and Family Law",2,Supreme Court,194.3204742,89.70122406,"Tamil, Urdu and Gujarati",Chennai,no,Individuals,14
Fateh Kara,26,"Medical Law, Constitutional Law, and Media and Entertainment Law",2,Supreme Court,483.7622054,86.28179821,"Telugu, Assamese and Hindi",Kolkata,yes,Small Businesses,24
Umang Saxena,26,"Environmental Law, Civil Law, and Intellectual Property Law",2.858744395,Supreme Court,338.7108566,89.76723953,"Urdu, Punjabi and Odia",Hyderabad,no,Large Corporations,26
Jiya Bhakta,1,"Tax Law, Family Law, and Labor Law",5,Specialized Court,60.54482992,89.84302306,"Telugu, Kannada and Kannada",Delhi,no,Individuals,17.5
Drishya Barman,15,"Corporate Law, Constitutional Law, and Constitutional Law",4,District Court,243.5791588,72.98743282,"Tamil, Urdu and Bengali",Mumbai,yes,Individuals,16.5
Jayant Basu,2,"Intellectual Property Law, Consumer Protection Law, and Banking and Finance Law",2,Supreme Court,443.7539149,105.4377065,"Telugu, Assamese and Bengali",Mumbai,no,Large Corporations,14
Chirag Tella,22,"Banking and Finance Law, Immigration Law, and Environmental Law",5,High Court,185.6552839,63.08784733,"Urdu, Odia and Kannada",Bangalore,no,Large Corporations,23
Vihaan Chander,16,"Media and Entertainment Law, Civil Law, and Constitutional Law",2,Specialized Court,92.55035515,98.09646769,"Assamese, Assamese and Malayalam",Mumbai,yes,Large Corporations,17.5
Manikya Dani,25,"Tax Law, Real Estate Law, and Constitutional Law",5,High Court,391.2731472,85.10196221,"Punjabi, Odia and Hindi",Hyderabad,yes,Large Corporations,25
Madhav Hari,8,"Human Rights Law, Immigration Law, and Medical Law",1,Supreme Court,322.7062244,72.43612659,"Tamil, Odia and Gujarati",Chennai,no,Large Corporations,14
Divit Kulkarni,13,"Tax Law, Constitutional Law, and Human Rights Law",3,High Court,306.6406285,93.03575056,"Odia, Urdu and Odia",Chennai,yes,Large Corporations,15
Kavya Saran,21,"Consumer Protection Law, Criminal Law, and Civil Law",1,Supreme Court,74.10945182,66.6457337,"Telugu, Assamese and Assamese",Chennai,yes,Individuals,20
